OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1002/hep.24293,21391227,PMC3103615,s3://pmc-oa-opendata/PMC3103615.1/PMC3103615.1.xml?md5=a2b56c81e15ea0c9b0e247b3eaea0a8b,Hepatology,research-article,"Antitumor Effects of OSU-2S, a Non-immunosuppressive Analogue of FTY720, in Hepatocellular Carcinoma",2011,hepatocellular carcinoma | FTY720 | OSU-2S | sphingosine 1-phosphate receptor | protein kinase Cδ,"Animals | Antineoplastic Agents / pharmacology | Carcinoma, Hepatocellular / metabolism, pathology, physiopathology | Caspase 3 / metabolism | Cell Line, Tumor | Cell Proliferation / drug effects | Cells, Cultured | Fingolimod Hydrochloride | Hepatocytes / drug effects, pathology | Humans | Liver Neoplasms / metabolism, pathology, physiopathology | Mice | Mice, Nude | Propylene Glycols / pharmacology | Protein Kinase C-delta / metabolism | Reactive Oxygen Species / metabolism | Signal Transduction / drug effects, physiology | Sphingosine / analogs & derivatives, pharmacology | Xenograft Model Antitumor Assays",Hany A.,Omar
10.1002/cam4.1030,28332309,PMC5387172,s3://pmc-oa-opendata/PMC5387172.1/PMC5387172.1.xml?md5=ad2e40b581c079572bdcee0a97299d06,Cancer Med,research-article,"Effects of miR‐145‐5p through NRAS on the cell proliferation, apoptosis, migration, and invasion in melanoma by inhibiting MAPK and PI3K/AKT pathways",2017,MAPK | NRAS | melanoma | miR-145-5p,"Adult | Aged | Animals | Apoptosis | Cell Line, Tumor | Cell Movement | Cell Proliferation | Female | GTP Phosphohydrolases / genetics | Humans | MAP Kinase Signaling System | Male | Melanoma / genetics, metabolism, pathology | Membrane Proteins / genetics | Mice | MicroRNAs / genetics | Middle Aged | Mutation | Neoplasm Invasiveness | Neoplasm Transplantation | Phosphatidylinositol 3-Kinases / metabolism | Proto-Oncogene Proteins c-akt / metabolism | Signal Transduction",Sha,Liu
10.18632/oncotarget.21167,29254169,PMC5731879,s3://pmc-oa-opendata/PMC5731879.1/PMC5731879.1.xml?md5=cc794ef2e3af151c09049a054b8eff16,Oncotarget,research-article,"MicroRNA-182 downregulates Wnt/β-catenin signaling, inhibits proliferation, and promotes apoptosis in human osteosarcoma cells by targeting HOXA9",2017,homeobox A9 | microRNA-182 | osteosarcoma | wingless-type/β-catenin signaling pathway,,Zi-Feng,Zhang
10.7554/eLife.34532,29624167,PMC5947986,s3://pmc-oa-opendata/PMC5947986.1/PMC5947986.1.xml?md5=7b5f5076ad60332e681c1b7bc9146fee,eLife,research-article,Proteasome storage granules protect proteasomes from autophagic degradation upon carbon starvation,2018,A. thaliana | S. cerevisiae | autophagy | biochemistry | cell biology | chemical biology | proteaphagy | proteasome | proteasome storage granules | starvation | ubiquitin,"Arabidopsis / growth & development, metabolism | Autophagy | Carbon / deficiency | Cytoplasmic Granules / metabolism | Nitrogen / metabolism | Proteasome Endopeptidase Complex / metabolism | Proteolysis | Saccharomyces cerevisiae / genetics, growth & development, metabolism | Saccharomyces cerevisiae Proteins / genetics, metabolism | Ubiquitin / metabolism | Ubiquitination",Richard S,Marshall
10.1155/2016/4598583,26941794,PMC4749791,s3://pmc-oa-opendata/PMC4749791.1/PMC4749791.1.xml?md5=15a9104d92daa754fb5f146e2b405a5e,Anesthesiol Res Pract,research-article,A Posterior TAP Block Provides More Effective Analgesia Than a Lateral TAP Block in Patients Undergoing Laparoscopic Gynecologic Surgery: A Retrospective Study,2016,,,Sakatoshi,Yoshiyama
10.2147/TCRM.S43811,23637537,PMC3639218,s3://pmc-oa-opendata/PMC3639218.1/PMC3639218.1.xml?md5=235174d36944f56e69ebfc407f117fbb,Ther Clin Risk Manag,research-article,Vitamin D reduces falls and hip fractures in vascular Parkinsonism but not in Parkinson’s disease,2013,Parkinson’s disease | fall | hip fracture | vascular Parkinsonism | vitamin D,,Yoshihiro,Sato
10.1177/1533033818790490,30175664,PMC6120177,s3://pmc-oa-opendata/PMC6120177.1/PMC6120177.1.xml?md5=6bf8349e1e12b030d8f7497b08c6102c,Technol Cancer Res Treat,research-article,Long Noncoding RNA LINC00472 Inhibits Proliferation and Promotes Apoptosis of Lung Adenocarcinoma Cells via Regulating miR-24-3p/DEDD,2018,DEDD | LINC00472 | lung adenocarcinoma | miR-24-3p,"A549 Cells | Adenocarcinoma of Lung / genetics | Apoptosis / genetics | Cell Line, Tumor | Cell Proliferation / genetics | DNA-Binding Proteins / genetics | Death Domain Receptor Signaling Adaptor Proteins / genetics | Gene Expression Regulation, Neoplastic / genetics | Humans | MicroRNAs / genetics | RNA, Long Noncoding / genetics | RNA, Messenger / genetics",Chongyu,Su
10.12659/MSM.910702,30312287,PMC6195788,s3://pmc-oa-opendata/PMC6195788.1/PMC6195788.1.xml?md5=7c3626a0705d2496cd4eeea155eeedc7,Med Sci Monit,research-article,"Anticancer Activity of Mukonal Against Human Laryngeal Cancer Cells Involves Apoptosis, Cell Cycle Arrest, and Inhibition of PI3K/AKT and MEK/ERK Signalling Pathways",2018,Apoptosis | Cell Cycle Checkpoints | Cell Migration Assays,"Alkaloids / pharmacology | Apoptosis / drug effects | Carbazoles / pharmacology | Cell Cycle Checkpoints / drug effects | Cell Line, Tumor | Cell Movement / drug effects | Cell Proliferation / drug effects | Cell Survival / drug effects | Humans | Laryngeal Neoplasms / drug therapy, enzymology, pathology | MAP Kinase Signaling System / drug effects | Murraya / chemistry | Neoplasm Recurrence, Local / enzymology, pathology | Phosphatidylinositol 3-Kinases / metabolism | Proto-Oncogene Proteins c-akt / metabolism | Signal Transduction / drug effects",Liu,Li
10.1161/HYPERTENSIONAHA.111.181867,22275536,PMC3288378,s3://pmc-oa-opendata/PMC3288378.1/PMC3288378.1.xml?md5=bc5d4f5516cadba1bf1b7c8bc3c66676,Hypertension,research-article,IGF-1 Alleviates High Fat Diet-Induced Myocardial Contractile Dysfunction: Role of Insulin Signaling and Mitochondrial Function,2012,IGF-1 | high fat | heart | oxidative stress | insulin signaling | mitochondrial function,"Animals | Apoptosis | Blotting, Western | Cardiomegaly / drug therapy, metabolism, physiopathology | Cells, Cultured | Diet, Atherogenic / adverse effects | Disease Models, Animal | Immunoprecipitation | Insulin-Like Growth Factor I / pharmacology | Male | Mice | Mice, Transgenic | Mitochondria, Heart / metabolism, pathology | Myocardial Contraction / drug effects | Myocytes, Cardiac / drug effects, metabolism, pathology | Oxidative Stress | Signal Transduction / drug effects",Yingmei,Zhang
10.2147/DDDT.S235004,31920290,PMC6938197,s3://pmc-oa-opendata/PMC6938197.1/PMC6938197.1.xml?md5=550e04ccea6544e27f001ca3dc902386,Drug Des Devel Ther,research-article,"Development and Evaluation of in-situ Nasal Gel Formulations of Nanosized Transferosomal Sumatriptan: Design, Optimization, in vitro and in vivo Evaluation",2019,SUT | nanotransferosomes | sumatriptan succinate | thermosensitive in-situ gel and intranasal drug delivery system,"Administration, Intranasal | Animals | Drug Compounding | Drug Delivery Systems | Drug Design | Drug Liberation | Gels | Liposomes / chemistry, metabolism | Nanoparticles / chemistry, metabolism | Particle Size | Rabbits | Sumatriptan / administration & dosage, chemical synthesis, pharmacokinetics | Surface Properties",Mahmoud M,Omar
10.1016/j.neuropharm.2019.03.005,30851310,PMC6475886,s3://pmc-oa-opendata/PMC6475886.1/PMC6475886.1.xml?md5=6dd50f44248589126bc9256d806c0a32,Neuropharmacology,research-article,Chronic Fluoxetine Treatment in vivo Enhances Excitatory Synaptic Transmission in the Hippocampus,2019,Antidepressant | Depression | Fluoxetine | Plasticity | Serotonin,"Animals | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Excitatory Postsynaptic Potentials / drug effects, physiology | Fluoxetine / pharmacology | Hippocampus / drug effects, metabolism | Male | Phosphorylation / drug effects | Rats | Rats, Sprague-Dawley | Selective Serotonin Reuptake Inhibitors / pharmacology | Signal Transduction / drug effects | Synapses / drug effects, metabolism | Synaptic Transmission / drug effects, physiology",Adam M.,Van Dyke
10.1371/journal.pone.0010085,20396382,PMC2852499,s3://pmc-oa-opendata/PMC2852499.1/PMC2852499.1.xml?md5=43188f959461bd347f70575a6a479b7a,PLoS One,research-article,Interaction between Age and Obesity on Cardiomyocyte Contractile Function: Role of Leptin and Stress Signaling,2010,,"Aging / physiology | Animals | Calcium Signaling / physiology | Cells, Cultured | Dietary Fats / administration & dosage, pharmacology | Leptin / deficiency, physiology | Male | Mice | Mice, Obese | Myocardial Contraction | Myocytes, Cardiac / cytology, physiology | Nitric Oxide Synthase Type III / metabolism | Obesity / physiopathology | Proto-Oncogene Proteins c-akt / metabolism | Signal Transduction / physiology | Stress, Physiological | Superoxides / metabolism",Jun,Ren
10.2147/IJN.S127417,28243082,PMC5315207,s3://pmc-oa-opendata/PMC5315207.1/PMC5315207.1.xml?md5=8d0640d9fe710a672135e90251cba585,Int J Nanomedicine,research-article,Rational design of multifunctional micelles against doxorubicin-sensitive and doxorubicin-resistant MCF-7 human breast cancer cells,2017,active targeting | endo-lysosomal escape | multidrug resistance | pH-triggered release | rational design,"Animals | Antineoplastic Agents / pharmacology | Body Weight / drug effects | Breast Neoplasms / drug therapy, pathology | Cell Death / drug effects | Doxorubicin / pharmacology, therapeutic use | Drug Resistance, Neoplasm / drug effects | Endocytosis / drug effects | Female | Folic Acid / pharmacology | Humans | Hydrodynamics | Lysosomes / drug effects, metabolism | MCF-7 Cells | Mice, Inbred BALB C | Mice, Nude | Micelles | Particle Size",Wei,Hong
10.1016/j.ymthe.2019.11.016,31839484,PMC7001002,s3://pmc-oa-opendata/PMC7001002.1/PMC7001002.1.xml?md5=368ad50ab9e4b6215277020ee8c9e445,Mol Ther,research-article,METTL14 Suppresses CRC Progression via Regulating N6-Methyladenosine-Dependent Primary miR-375 Processing,2020,METTL14 | N6-methyladenosine | colorectal cancer | methyltransferase-like 14 | primary miR-375,"Adenosine / analogs & derivatives, metabolism | Animals | Cell Line, Tumor | Colorectal Neoplasms / genetics, metabolism | Disease Models, Animal | Disease Progression | Gene Expression Regulation, Neoplastic | Genes, Reporter | Humans | Methyltransferases / genetics, metabolism | Mice | MicroRNAs / genetics | RNA Interference | Xenograft Model Antitumor Assays",Xiaoxiang,Chen
10.2147/IJN.S166200,30013344,PMC6038875,s3://pmc-oa-opendata/PMC6038875.1/PMC6038875.1.xml?md5=3ff4c9742f32c7b23e30a1988084d9f5,Int J Nanomedicine,research-article,"Phase-shift, targeted nanoparticles for ultrasound molecular imaging by low intensity focused ultrasound irradiation",2018,acoustic contrast agent | folic acid | nanoparticles | phase-shift | targeted,"Animals | Cell Line, Tumor | Flow Cytometry | Fluorescence | Fluorocarbons / chemistry | Folic Acid / chemistry | Humans | Lactic Acid / chemistry | Molecular Imaging | Nanoparticles / chemistry, ultrastructure | Polyethylene Glycols / chemistry | Polyglycolic Acid / chemistry | Polylactic Acid-Polyglycolic Acid Copolymer | Ultrasonography | Pentanes",Maoping,Li
10.1038/s41598-018-21331-y,29440698,PMC5811504,s3://pmc-oa-opendata/PMC5811504.1/PMC5811504.1.xml?md5=7eae5ffe6d96316299c7150f8089e57a,Sci Rep,research-article,RETRACTED ARTICLE: Gold Nanoparticles-enabled Efficient Dual Delivery of Anticancer Therapeutics to HeLa Cells,2018,Chemotherapy | Drug delivery,"Antineoplastic Agents / chemistry, pharmacology | Doxorubicin / chemistry, pharmacology | Drug Carriers / chemistry | Gold / chemistry | HeLa Cells | Humans | Metal Nanoparticles / chemistry | Particle Size | Polyethylene Glycols / chemistry",Muhammad U.,Farooq
10.2147/IJN.S269880,33304101,PMC7723236,s3://pmc-oa-opendata/PMC7723236.1/PMC7723236.1.xml?md5=d16b81d8e1ca4a6c2020086e900ab516,Int J Nanomedicine,research-article,Green Synthesis of Silver Nanoparticles Using Extract of Jasminum officinal L. Leaves and Evaluation of Cytotoxic Activity Towards Bladder (5637) and Breast Cancer (MCF-7) Cell Lines,2020,HPLC-PDA/MS/MS | Jasminum | bladder cancer | breast cancer | cytotoxic | silver nanoparticles,"Antineoplastic Agents / chemical synthesis, chemistry, pharmacology | Breast Neoplasms / pathology | Chemistry Techniques, Synthetic | Green Chemistry Technology | Humans | Jasminum / chemistry | MCF-7 Cells | Metal Nanoparticles / chemistry | Plant Extracts / chemistry | Plant Leaves / chemistry | Silver / chemistry, pharmacology | Urinary Bladder / pathology",Seham,Elhawary
10.1016/j.isci.2019.04.009,31026665,PMC6482333,s3://pmc-oa-opendata/PMC6482333.1/PMC6482333.1.xml?md5=4535f86b037acef2960ffefddaad6b96,iScience,research-article,Modulation of TNFα Activity by the microRNA Let-7 Coordinates Zebrafish Heart Regeneration,2019,Cell Biology | Developmental Biology | Genetics | Molecular Biology | Physiology,,Ashley M.,Smith
10.1038/s41467-021-24795-1,34330897,PMC8324843,s3://pmc-oa-opendata/PMC8324843.1/PMC8324843.1.xml?md5=7be1d1f77565cca41870327290dbe61e,Nat Commun,research-article,RETRACTED ARTICLE: AKT3-mediated IWS1 phosphorylation promotes the proliferation of EGFR-mutant lung adenocarcinomas through cell cycle-regulated U2AF2 RNA splicing,2021,Non-small-cell lung cancer | RNA splicing,"A549 Cells | Adenocarcinoma of Lung / genetics, metabolism | Animals | Cell Cycle / genetics | Cell Line, Tumor | Cell Proliferation / genetics | ErbB Receptors / genetics, metabolism | Gene Expression Profiling / methods | Gene Expression Regulation, Neoplastic | HEK293 Cells | Humans | Kaplan-Meier Estimate | Lung Neoplasms / genetics, metabolism | Mice, Inbred NOD | Mice, Knockout | Mice, SCID | Mutation | Phosphorylation | Proto-Oncogene Proteins c-akt / genetics, metabolism | RNA Splicing | RNA-Binding Proteins / genetics, metabolism | Splicing Factor U2AF / genetics, metabolism | Transcription Factors / genetics, metabolism | Mice",Georgios I.,Laliotis
10.1091/mbc.E03-07-0503,15004239,PMC4040140,s3://pmc-oa-opendata/PMC4040140.1/PMC4040140.1.xml?md5=3caef0d7f711adabb3f2ed230b198bd4,Prev Chronic Dis,research-article,A Self-Management Intervention for African Americans With Comorbid Diabetes and Hypertension: A Pilot Randomized Controlled Trial,2014,,"Adaptor Proteins, Signal Transducing / metabolism | Animals | Fibroblast Growth Factors / antagonists & inhibitors, metabolism, physiology | GRB2 Adaptor Protein | Intracellular Signaling Peptides and Proteins | Intracellular Space / ultrastructure | Membrane Proteins / metabolism | Mice | Mitogen-Activated Protein Kinase 3 / metabolism | NIH 3T3 Cells | Phosphoproteins / metabolism | Phosphorylation | Point Mutation | Protein Binding | Protein Serine-Threonine Kinases | Protein Structure, Tertiary | Proteins / chemistry, genetics, metabolism | Proto-Oncogene Proteins / metabolism | Proto-Oncogene Proteins c-cbl | Receptor Protein-Tyrosine Kinases / metabolism | Signal Transduction / physiology | Tyrosine / metabolism | Ubiquitin-Protein Ligases / metabolism | src-Family Kinases / metabolism",Elizabeth B.,Lynch
10.1002/hep.28138,26313562,PMC4681612,s3://pmc-oa-opendata/PMC4681612.1/PMC4681612.1.xml?md5=27e1be78d8b26bba6cf2d61e13753e0a,Hepatology,research-article,Post-Translational Regulation of Polycystin-2 Protein Expression as a Novel Mechanism of Cholangiocyte Reaction and Repair from Biliary Damage,2015,Cholangiopathies | Endoplasmic Reticulum Associated Protein Degradation | Ductular reaction | Fibrosis | Proteasome,"Animals | Bile Ducts / cytology | Cholestasis / metabolism | Epithelial Cells / physiology | Mice | Mice, Inbred C57BL | Protein Processing, Post-Translational | TRPP Cation Channels / metabolism",Carlo,Spirli
10.3390/ijms20225526,31698701,PMC6888527,s3://pmc-oa-opendata/PMC6888527.1/PMC6888527.1.xml?md5=2c93b9a62da42109726eb40fe0e78396,Int J Mol Sci,research-article,AEG-1/miR-221 Axis Cooperatively Regulates the Progression of Hepatocellular Carcinoma by Targeting PTEN/PI3K/AKT Signaling Pathway,2019,HCC | astrocyte elevated gene-1 | cell proliferation | miR-221 | regulatory proteins,"Apoptosis / genetics | Autophagy / genetics | Carcinoma, Hepatocellular / blood supply, genetics, pathology | Cell Cycle / genetics | Cell Cycle Checkpoints / genetics | Cell Line, Tumor | Cell Movement / genetics | Cell Proliferation / genetics | Disease Progression | Down-Regulation / genetics | Gene Expression Regulation, Neoplastic | Humans | Liver Neoplasms / blood supply, genetics, pathology | Membrane Proteins / metabolism | MicroRNAs / genetics, metabolism | Neoplasm Invasiveness | Neovascularization, Pathologic / genetics | PTEN Phosphohydrolase / metabolism | Phosphatidylinositol 3-Kinases / metabolism | Proto-Oncogene Proteins c-akt / metabolism | RNA, Messenger / genetics, metabolism | RNA-Binding Proteins / metabolism | Signal Transduction",Maheshkumar,Kannan
10.3389/fmicb.2021.658657,33889146,PMC8055832,s3://pmc-oa-opendata/PMC8055832.1/PMC8055832.1.xml?md5=9ddaacda0bf6d690b74df166bf4f09d3,Front Microbiol,research-article,LacI-Family Transcriptional Regulator DagR Acts as a Repressor of the Agarolytic Pathway Genes in Streptomyces coelicolor A3(2),2021,DagR represses agarase genes in S. coelicolor | LacI-family transcriptional regulator | Streptomyces coelicolor A3(2) | agarolytic pathway | repressor,,Maral,Tsevelkhoroloo
10.2147/IJN.S67113,25767386,PMC4354694,s3://pmc-oa-opendata/PMC4354694.1/PMC4354694.1.xml?md5=94804b7f724463208de8b1cb4a487a01,Int J Nanomedicine,research-article,Antileukemic effect of zerumbone-loaded nanostructured lipid carrier in WEHI-3B cell-induced murine leukemia model,2015,BALB/c mice | WEHI-3B cells | apoptosis | leukemia | mitochondrial pathway | zerumbone-loaded nanostructured lipid carrier,"Animals | Antineoplastic Agents / chemistry, pharmacology, therapeutic use | Apoptosis / drug effects | Cell Line, Tumor | Cell Proliferation / drug effects | Drug Carriers / chemistry | Leukemia / drug therapy | Lipids / chemistry | Mice | Nanostructures / chemistry | Sesquiterpenes / chemistry, pharmacology, therapeutic use",Heshu Sulaiman,Rahman
